+---------+----------------------+---------------------+
| section | audit_name           | audited_at          |
+---------+----------------------+---------------------+
| audit   | 04_sympathetic_items | 2026-05-24 15:33:05 |
+---------+----------------------+---------------------+
+-------+------------------------------------------+------------+------------+-----------+--------------------+-----------+--------------------+-----------+--------------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+-----------+-----------+
| id    | name                                     | goodEffect | targettype | effectid1 | effect_base_value1 | effectid2 | effect_base_value2 | effectid3 | effect_base_value3 | classes1 | classes2 | classes3 | classes4 | classes5 | classes6 | classes7 | classes8 | classes9 | classes10 | classes11 | classes12 | classes13 |
| 23853 | Vampiric Strike IV                       |          0 |         13 |         0 |               -216 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23858 | Vampiric Strike IX                       |          0 |         13 |         0 |               -540 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23870 | Stunning Strike I                        |          0 |          5 |         0 |               -215 |        21 |               1000 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23871 | Stunning Strike II                       |          0 |          5 |         0 |               -250 |        21 |               1000 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23872 | Stunning Strike III                      |          0 |          5 |         0 |               -290 |        21 |               1000 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23873 | Stunning Strike IV                       |          0 |          5 |         0 |               -325 |        21 |               1000 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23878 | Stunning Strike IX                       |          0 |          5 |         0 |               -810 |        21 |               1000 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23920 | Soothing Strike I                        |          0 |          5 |        92 |                -60 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23921 | Soothing Strike II                       |          0 |          5 |        92 |                -80 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23922 | Soothing Strike III                      |          0 |          5 |        92 |               -110 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23923 | Soothing Strike IV                       |          0 |          5 |        92 |               -140 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23928 | Soothing Strike IX                       |          0 |          5 |        92 |               -360 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23930 | Calming Strike I                         |          0 |          5 |        92 |               -480 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23931 | Calming Strike II                        |          0 |          5 |        92 |               -560 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23932 | Calming Strike III                       |          0 |          5 |        92 |               -640 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23933 | Calming Strike IV                        |          0 |          5 |        92 |               -720 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 23938 | Calming Strike IX                        |          0 |          5 |        92 |              -1800 |       254 |                  0 |       254 |                  0 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24340 | Sympathetic Strike of Magic VIII         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24341 | Sympathetic Strike of Magic IX           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24342 | Sympathetic Strike of Magic X            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24343 | Sympathetic Force of Magic I             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24344 | Sympathetic Force of Magic II            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24345 | Sympathetic Force of Magic III           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24346 | Sympathetic Force of Magic IV            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24347 | Sympathetic Force of Magic V             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24348 | Sympathetic Force of Magic VI            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24349 | Sympathetic Force of Magic VII           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24350 | Sympathetic Force of Magic VIII          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24351 | Sympathetic Force of Magic IX            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24352 | Sympathetic Force of Magic X             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24353 | Sympathetic Strike of Fire VIII          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24354 | Sympathetic Strike of Fire IX            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24355 | Sympathetic Strike of Fire X             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24356 | Sympathetic Strike of Flames I           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24357 | Sympathetic Strike of Flames II          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24358 | Sympathetic Strike of Flames III         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24359 | Sympathetic Strike of Flames IV          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24360 | Sympathetic Strike of Flames V           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24361 | Sympathetic Strike of Flames VI          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24362 | Sympathetic Strike of Flames VII         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24363 | Sympathetic Strike of Flames VIII        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24364 | Sympathetic Strike of Flames IX          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24365 | Sympathetic Strike of Flames X           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24366 | Sympathetic Burst of Cold VIII           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24367 | Sympathetic Burst of Cold IX             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24368 | Sympathetic Burst of Cold X              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24369 | Sympathetic Burst of Ice I               |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24370 | Sympathetic Burst of Ice II              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24371 | Sympathetic Burst of Ice III             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24372 | Sympathetic Burst of Ice IV              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24373 | Sympathetic Burst of Ice V               |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24374 | Sympathetic Burst of Ice VI              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24375 | Sympathetic Burst of Ice VII             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24376 | Sympathetic Burst of Ice VIII            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24377 | Sympathetic Burst of Ice IX              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24378 | Sympathetic Burst of Ice X               |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24379 | Sympathetic Strike of Poison VIII        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24380 | Sympathetic Strike of Poison IX          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24381 | Sympathetic Strike of Poison X           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24382 | Sympathetic Strike of Venom I            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24383 | Sympathetic Strike of Venom II           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24384 | Sympathetic Strike of Venom III          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24385 | Sympathetic Strike of Venom IV           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24386 | Sympathetic Strike of Venom V            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24387 | Sympathetic Strike of Venom VI           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24388 | Sympathetic Strike of Venom VII          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24389 | Sympathetic Strike of Venom VIII         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24390 | Sympathetic Strike of Venom IX           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24391 | Sympathetic Strike of Venom X            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24392 | Sympathetic Strike of Sickness VIII      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24393 | Sympathetic Strike of Sickness IX        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24394 | Sympathetic Strike of Sickness X         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24395 | Sympathetic Strike of Disease I          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24396 | Sympathetic Strike of Disease II         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24397 | Sympathetic Strike of Disease III        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24398 | Sympathetic Strike of Disease IV         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24399 | Sympathetic Strike of Disease V          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24400 | Sympathetic Strike of Disease VI         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24401 | Sympathetic Strike of Disease VII        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24402 | Sympathetic Strike of Disease VIII       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24403 | Sympathetic Strike of Disease IX         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24404 | Sympathetic Strike of Disease X          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24405 | Sympathetic Strike of Corruption VIII    |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24406 | Sympathetic Strike of Corruption IX      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24407 | Sympathetic Strike of Corruption X       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24408 | Sympathetic Force of Corruption I        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24409 | Sympathetic Force of Corruption II       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24410 | Sympathetic Force of Corruption III      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24411 | Sympathetic Force of Corruption IV       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24412 | Sympathetic Force of Corruption V        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24413 | Sympathetic Force of Corruption VI       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24414 | Sympathetic Force of Corruption VII      |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24415 | Sympathetic Force of Corruption VIII     |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24416 | Sympathetic Force of Corruption IX       |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24417 | Sympathetic Force of Corruption X        |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24418 | Sympathetic Vampiric Touch VIII          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24419 | Sympathetic Vampiric Touch IX            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24420 | Sympathetic Vampiric Touch X             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24421 | Sympathetic Vampiric Strike I            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24422 | Sympathetic Vampiric Strike II           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24423 | Sympathetic Vampiric Strike III          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24424 | Sympathetic Vampiric Strike IV           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24425 | Sympathetic Vampiric Strike V            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24426 | Sympathetic Vampiric Strike VI           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24427 | Sympathetic Vampiric Strike VII          |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24428 | Sympathetic Vampiric Strike VIII         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24429 | Sympathetic Vampiric Strike IX           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24430 | Sympathetic Vampiric Strike X            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24431 | Sympathetic Healing Light VIII           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24432 | Sympathetic Healing Light IX             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24433 | Sympathetic Healing Light X              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24434 | Sympathetic Healing Burst I              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24435 | Sympathetic Healing Burst II             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24436 | Sympathetic Healing Burst III            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24437 | Sympathetic Healing Burst IV             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24438 | Sympathetic Healing Burst V              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24439 | Sympathetic Healing Burst VI             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24440 | Sympathetic Healing Burst VII            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24441 | Sympathetic Healing Burst VIII           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24442 | Sympathetic Healing Burst IX             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24443 | Sympathetic Healing Burst X              |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24444 | Sympathetic Soothing Strike VIII         |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24445 | Sympathetic Soothing Strike IX           |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24446 | Sympathetic Soothing Strike X            |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
| 24447 | Sympathetic Calming Strike I             |          1 |          6 |       383 |                100 |       138 |                  0 |       348 |                 10 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |      255 |       255 |       255 |       255 |       255 |
