+---------+------------------------------+---------------------+
| section | audit_name                   | audited_at          |
+---------+------------------------------+---------------------+
| audit   | 06_defiant_and_missing_items | 2026-05-24 15:33:11 |
+---------+------------------------------+---------------------+
+-------+--------------------------------------+-----------+-------+----------+----------+---------+---------+--------------+--------+------------+
| id    | Name                                 | minstatus | price | reqlevel | reclevel | classes | slots   | artifactflag | nodrop | attuneable |
| 50220 | Elegant Defiant Plate Greaves        |         0 | 12486 |       70 |       80 |     151 |  262144 |            0 |      1 |          1 |
| 50221 | Elegant Defiant Breastplate          |         0 | 13873 |       70 |       80 |     151 |  131072 |            0 |      1 |          1 |
| 50222 | Elegant Defiant Chain Bracer         |         0 |  7373 |       70 |       80 |   33544 |    1536 |            0 |      1 |          1 |
| 50223 | Elegant Defiant Chain Wristguard     |         0 |  7373 |       70 |       80 |   33544 |    1536 |            0 |      1 |          1 |
| 50224 | Elegant Defiant Chain Gauntlets      |         0 |  8192 |       70 |       80 |   33544 |    4096 |            0 |      1 |          1 |
| 50225 | Elegant Defiant Chain Boots          |         0 |  9102 |       70 |       80 |   33544 |  524288 |            0 |      1 |          1 |
| 50226 | Elegant Defiant Chain Coif           |         0 | 10113 |       70 |       80 |   33544 |       4 |            0 |      1 |          1 |
| 50227 | Elegant Defiant Chain Sleeves        |         0 | 11237 |       70 |       80 |   33544 |     128 |            0 |      1 |          1 |
| 50228 | Elegant Defiant Chain Leggings       |         0 | 12486 |       70 |       80 |   33544 |  262144 |            0 |      1 |          1 |
| 50229 | Elegant Defiant Chain Tunic          |         0 | 13873 |       70 |       80 |   33544 |  131072 |            0 |      1 |          1 |
| 50230 | Elegant Defiant Leather Bracer       |         0 |  7373 |       70 |       80 |   16480 |    1536 |            0 |      1 |          1 |
| 50231 | Elegant Defiant Leather Wristguard   |         0 |  7373 |       70 |       80 |   16480 |    1536 |            0 |      1 |          1 |
| 50232 | Elegant Defiant Leather Gloves       |         0 |  8192 |       70 |       80 |   16480 |    4096 |            0 |      1 |          1 |
| 50233 | Elegant Defiant Leather Boots        |         0 |  9102 |       70 |       80 |   16480 |  524288 |            0 |      1 |          1 |
| 50234 | Elegant Defiant Leather Cap          |         0 | 10113 |       70 |       80 |   16480 |       4 |            0 |      1 |          1 |
| 50235 | Elegant Defiant Leather Sleeves      |         0 | 11237 |       70 |       80 |   16480 |     128 |            0 |      1 |          1 |
| 50236 | Elegant Defiant Leather Trousers     |         0 | 12486 |       70 |       80 |   16480 |  262144 |            0 |      1 |          1 |
| 50237 | Elegant Defiant Leather Tunic        |         0 | 13873 |       70 |       80 |   16480 |  131072 |            0 |      1 |          1 |
| 50238 | Elegant Defiant Silk Wristguard      |         0 |  7373 |       70 |       80 |   15360 |    1536 |            0 |      1 |          1 |
| 50239 | Elegant Defiant Silk Wristband       |         0 |  7373 |       70 |       80 |   15360 |    1536 |            0 |      1 |          1 |
| 50240 | Elegant Defiant Silk Wristwrap       |         0 |  7373 |       70 |       80 |   15360 |    1536 |            0 |      1 |          1 |
| 50241 | Elegant Defiant Silk Gloves          |         0 |  8192 |       70 |       80 |   15360 |    4096 |            0 |      1 |          1 |
| 50242 | Elegant Defiant Silk Sandals         |         0 |  9102 |       70 |       80 |   15360 |  524288 |            0 |      1 |          1 |
| 50243 | Elegant Defiant Silk Cap             |         0 | 10113 |       70 |       80 |   15360 |       4 |            0 |      1 |          1 |
| 50244 | Elegant Defiant Silk Sleeves         |         0 | 11237 |       70 |       80 |   15360 |     128 |            0 |      1 |          1 |
| 50245 | Elegant Defiant Silk Pantaloons      |         0 | 12486 |       70 |       80 |   15360 |  262144 |            0 |      1 |          1 |
| 50246 | Elegant Defiant Silk Robe            |         0 | 13873 |       70 |       80 |   15360 |  131072 |            0 |      1 |          1 |
| 50500 | Crude Defiant Amethyst               |         0 |  1145 |        0 |       10 |   65535 | 2070526 |            0 |      1 |          1 |
| 50501 | Crude Defiant Emerald                |         0 |  1397 |        0 |       10 |   65535 | 2070526 |            0 |      1 |          1 |
| 50502 | Crude Defiant Ruby Shard             |         0 |  1661 |        0 |       10 |   65535 | 2070526 |            0 |      1 |          1 |
| 50503 | Crude Defiant Granite Pebble         |         0 |   898 |        0 |       10 |   65535 | 2070526 |            0 |      1 |          1 |
| 50504 | Crude Defiant Stone Fragment         |         0 |   900 |        0 |       10 |   65535 | 2070526 |            0 |      1 |          1 |
| 50505 | Crude Defiant Turquoise              |         0 |  1557 |        0 |       10 |   65535 | 2070526 |            0 |      1 |          1 |
| 50506 | Crude Defiant Mace                   |         0 |  1150 |        0 |       10 |   16861 |   24576 |            0 |      1 |          1 |
| 50507 | Crude Defiant Club                   |         0 |  1040 |        0 |       10 |   15906 |    8192 |            0 |      1 |          1 |
| 50508 | Crude Defiant Shortsword             |         0 |  1171 |        0 |       10 |     413 |   24576 |            0 |      1 |          1 |
| 50509 | Crude Defiant Axe                    |         0 |  1474 |        0 |       10 |     413 |   24576 |            0 |      1 |          1 |
| 50510 | Crude Defiant Dagger                 |         0 |  1613 |        0 |       10 |   16793 |   24576 |            0 |      1 |          1 |
| 50511 | Crude Defiant Spear                  |         0 |  1541 |        0 |       10 |   15872 |    8192 |            0 |      1 |          1 |
| 50512 | Crude Defiant Fists                  |         0 |  1206 |        0 |       10 |   16448 |   24576 |            0 |      1 |          1 |
| 50513 | Crude Defiant Quarterstaff           |         0 |   993 |        0 |       10 |   49245 |    8192 |            0 |      1 |          1 |
| 50514 | Crude Defiant Greatspear             |         0 |  1103 |        0 |       10 |   32797 |    8192 |            0 |      1 |          1 |
| 50515 | Crude Defiant Greatsword             |         0 |  1582 |        0 |       10 |   32797 |    8192 |            0 |      1 |          1 |
| 50516 | Crude Defiant Bow                    |         0 |  1182 |        0 |       10 |     285 |    2048 |            0 |      1 |          1 |
| 50517 | Crude Defiant Spiked Shield          |         0 |  1061 |        0 |       10 |   16861 |   16384 |            0 |      1 |          1 |
| 50518 | Crude Defiant Buckler                |         0 |   731 |        0 |       10 |   15906 |   16384 |            0 |      1 |          1 |
| 50519 | Simple Defiant Alexandrite Shard     |         0 |  1439 |        5 |       20 |   65535 | 2070526 |            0 |      1 |          1 |
| 50520 | Simple Defiant Bluestone             |         0 |  2500 |        5 |       20 |   65535 | 2070526 |            0 |      1 |          1 |
| 50521 | Simple Defiant Jasper                |         0 |  2466 |        5 |       20 |   65535 | 2070526 |            0 |      1 |          1 |
| 50522 | Simple Defiant Garnet                |         0 |  1686 |        5 |       20 |   65535 | 2070526 |            0 |      1 |          1 |
| 50523 | Simple Defiant Hammer                |         0 |  2384 |        5 |       20 |   16861 |   24576 |            0 |      1 |          1 |
| 50524 | Simple Defiant Wand                  |         0 |  1550 |        5 |       20 |   15906 |    8192 |            0 |      1 |          1 |
| 50525 | Simple Defiant Shortsword            |         0 |  1189 |        5 |       20 |     413 |   24576 |            0 |      1 |          1 |
| 50526 | Simple Defiant Bastard Sword         |         0 |  1177 |        5 |       20 |     413 |   24576 |            0 |      1 |          1 |
| 50527 | Simple Defiant Claw-dagger           |         0 |  2226 |        5 |       20 |   16793 |   24576 |            0 |      1 |          1 |
| 50528 | Simple Defiant Dagger                |         0 |  2006 |        5 |       20 |   15872 |    8192 |            0 |      1 |          1 |
| 50529 | Simple Defiant Ulak                  |         0 |  2285 |        5 |       20 |   16448 |   24576 |            0 |      1 |          1 |
| 50530 | Simple Defiant Twisted Staff         |         0 |  1686 |        5 |       20 |   49245 |    8192 |            0 |      1 |          1 |
| 50531 | Simple Defiant Spear                 |         0 |  1643 |        5 |       20 |   32797 |    8192 |            0 |      1 |          1 |
| 50532 | Simple Defiant Greataxe              |         0 |  1913 |        5 |       20 |   32797 |    8192 |            0 |      1 |          1 |
| 50533 | Simple Defiant Bow                   |         0 |  1362 |        5 |       20 |     285 |    2048 |            0 |      1 |          1 |
| 50534 | Simple Defiant Kite Shield           |         0 |  1197 |        5 |       20 |   16861 |   16384 |            0 |      1 |          1 |
| 50535 | Simple Defiant Wooden Shield         |         0 |  1314 |        5 |       20 |   15906 |   16384 |            0 |      1 |          1 |
| 50536 | Rough Defiant Nihilite Shard         |         0 |  1932 |       15 |       30 |   65535 | 2070526 |            0 |      1 |          1 |
| 50537 | Rough Defiant Trillion Amethyst      |         0 |  1469 |       15 |       30 |   65535 | 2070526 |            0 |      1 |          1 |
| 50540 | Rough Defiant Hammer                 |         0 |  2364 |       15 |       30 |   16861 |   24576 |            0 |      1 |          1 |
| 50541 | Rough Defiant Scepter                |         0 |  2908 |       15 |       30 |   15906 |    8192 |            0 |      1 |          1 |
| 50542 | Rough Defiant Shortsword             |         0 |  1632 |       15 |       30 |     413 |   24576 |            0 |      1 |          1 |
| 50543 | Rough Defiant Longsword              |         0 |  3219 |       15 |       30 |     413 |   24576 |            0 |      1 |          1 |
| 50544 | Rough Defiant Stone Dagger           |         0 |  3245 |       15 |       30 |   16793 |   24576 |            0 |      1 |          1 |
| 50545 | Rough Defiant Serrated Dagger        |         0 |  1997 |       15 |       30 |   15872 |    8192 |            0 |      1 |          1 |
| 50546 | Rough Defiant Knuckle Dusters        |         0 |  1518 |       15 |       30 |   16448 |   24576 |            0 |      1 |          1 |
| 50547 | Rough Defiant Spiked Staff           |         0 |  1907 |       15 |       30 |   49245 |    8192 |            0 |      1 |          1 |
| 50548 | Rough Defiant Trident                |         0 |  2156 |       15 |       30 |   32797 |    8192 |            0 |      1 |          1 |
| 50549 | Rough Defiant Halberd                |         0 |  2045 |       15 |       30 |   32797 |    8192 |            0 |      1 |          1 |
| 50550 | Rough Defiant Bow                    |         0 |  2616 |       15 |       30 |     285 |    2048 |            0 |      1 |          1 |
| 50551 | Rough Defiant Chitin Shield          |         0 |  2507 |       15 |       30 |   16861 |   16384 |            0 |      1 |          1 |
| 50552 | Rough Defiant Round Shield           |         0 |  2205 |       15 |       30 |   15906 |   16384 |            0 |      1 |          1 |
| 50553 | Rough Defiant Charm                  |         0 |  2454 |       15 |       30 |   65535 |       1 |            0 |      1 |          1 |
| 50554 | Ornate Defiant Harmonagate           |         0 |  2114 |       26 |       40 |   65535 | 2070526 |            0 |      1 |          1 |
| 50555 | Ornate Defiant Geode                 |         0 |  3477 |       26 |       40 |   65535 | 2070526 |            0 |      1 |          1 |
| 50556 | Ornate Defiant Bone Sledgehammer     |         0 |  2624 |       26 |       40 |   16861 |   24576 |            0 |      1 |          1 |
| 50557 | Ornate Defiant Scepter               |         0 |  3160 |       26 |       40 |   15906 |    8192 |            0 |      1 |          1 |
| 50558 | Ornate Defiant Longsword             |         0 |  3350 |       26 |       40 |     413 |   24576 |            0 |      1 |          1 |
| 50559 | Ornate Defiant Gladius               |         0 |  3667 |       26 |       40 |     413 |   24576 |            0 |      1 |          1 |
| 50560 | Ornate Defiant Rapier                |         0 |  3267 |       26 |       40 |   16793 |   24576 |            0 |      1 |          1 |
| 50561 | Ornate Defiant Dagger                |         0 |  4175 |       26 |       40 |   15872 |    8192 |            0 |      1 |          1 |
| 50562 | Ornate Defiant Orb                   |         0 |  1970 |       26 |       40 |   16448 |   24576 |            0 |      1 |          1 |
| 50563 | Ornate Defiant Skullstaff            |         0 |  3974 |       26 |       40 |   49245 |    8192 |            0 |      1 |          1 |
| 50564 | Ornate Defiant Harpoon               |         0 |  3353 |       26 |       40 |   32797 |    8192 |            0 |      1 |          1 |
| 50565 | Ornate Defiant Scythe                |         0 |  3846 |       26 |       40 |   32797 |    8192 |            0 |      1 |          1 |
| 50566 | Ornate Defiant Bow                   |         0 |  3947 |       26 |       40 |     285 |    2048 |            0 |      1 |          1 |
| 50567 | Ornate Defiant Skullshield           |         0 |  3505 |       26 |       40 |   16861 |   16384 |            0 |      1 |          1 |
| 50568 | Ornate Defiant Glowing Shield        |         0 |  2395 |       26 |       40 |   15906 |   16384 |            0 |      1 |          1 |
| 50569 | Ornate Defiant Charm                 |         0 |  2475 |       26 |       40 |   65535 |       1 |            0 |      1 |          1 |
| 50570 | Flawed Defiant Quartz                |         0 |  3379 |       37 |       50 |   65535 | 2070526 |            0 |      1 |          1 |
| 50571 | Flawed Defiant Amberstone            |         0 |  2113 |       37 |       50 |   65535 | 2070526 |            0 |      1 |          1 |
| 50572 | Flawed Defiant Brawl Stick           |         0 |  2694 |       37 |       50 |   16861 |   24576 |            0 |      1 |          1 |
| 50573 | Flawed Defiant Mace                  |         0 |  4069 |       37 |       50 |   15906 |    8192 |            0 |      1 |          1 |
| 50574 | Flawed Defiant Longsword             |         0 |  2574 |       37 |       50 |     413 |   24576 |            0 |      1 |          1 |
| 50575 | Flawed Defiant Shortsword            |         0 |  3075 |       37 |       50 |     413 |   24576 |            0 |      1 |          1 |
| 50576 | Flawed Defiant Glass Shard           |         0 |  4821 |       37 |       50 |   16793 |   24576 |            0 |      1 |          1 |
| 50577 | Flawed Defiant Dagger                |         0 |  2105 |       37 |       50 |   15872 |    8192 |            0 |      1 |          1 |
| 50578 | Flawed Defiant Orb                   |         0 |  4669 |       37 |       50 |   16448 |   24576 |            0 |      1 |          1 |
| 50579 | Flawed Defiant Quarterstaff          |         0 |  3947 |       37 |       50 |   49245 |    8192 |            0 |      1 |          1 |
| 50580 | Flawed Defiant Lance                 |         0 |  2190 |       37 |       50 |   32797 |    8192 |            0 |      1 |          1 |
| 50581 | Flawed Defiant Emeraldblade          |         0 |  3035 |       37 |       50 |   32797 |    8192 |            0 |      1 |          1 |
| 50582 | Flawed Defiant Longbow               |         0 |  3021 |       37 |       50 |     285 |    2048 |            0 |      1 |          1 |
| 50583 | Flawed Defiant Scale Shield          |         0 |  4201 |       37 |       50 |   16861 |   16384 |            0 |      1 |          1 |
| 50584 | Flawed Defiant Carapace              |         0 |  3470 |       37 |       50 |   15906 |   16384 |            0 |      1 |          1 |
| 50585 | Flawed Defiant Charm                 |         0 |  2320 |       37 |       50 |   65535 |       1 |            0 |      1 |          1 |
| 50586 | Intricate Defiant Spotstone          |         0 |  5054 |       48 |       60 |   65535 | 2070526 |            0 |      1 |          1 |
| 50587 | Intricate Defiant Crystal Shard      |         0 |  5470 |       48 |       60 |   65535 | 2070526 |            0 |      1 |          1 |
| 50588 | Intricate Defiant Hammer             |         0 |  5106 |       48 |       60 |   16861 |   24576 |            0 |      1 |          1 |
| 50589 | Intricate Defiant Mace               |         0 |  2515 |       48 |       60 |   15906 |    8192 |            0 |      1 |          1 |
| 50590 | Intricate Defiant Katana             |         0 |  5369 |       48 |       60 |     413 |   24576 |            0 |      1 |          1 |
| 50591 | Intricate Defiant Scimitar           |         0 |  5483 |       48 |       60 |     413 |   24576 |            0 |      1 |          1 |
| 50592 | Intricate Defiant Sacrificial Dagger |         0 |  2574 |       48 |       60 |   16793 |   24576 |            0 |      1 |          1 |
| 50593 | Intricate Defiant Partisan Spear     |         0 |  4402 |       48 |       60 |   15872 |    8192 |            0 |      1 |          1 |
| 50594 | Intricate Defiant Handwraps          |         0 |  3557 |       48 |       60 |   16448 |   24576 |            0 |      1 |          1 |
| 50595 | Intricate Defiant Spiked Warhammer   |         0 |  4951 |       48 |       60 |   49245 |    8192 |            0 |      1 |          1 |
| 50596 | Intricate Defiant Trident            |         0 |  2489 |       48 |       60 |   32797 |    8192 |            0 |      1 |          1 |
| 50597 | Intricate Defiant Greatsword         |         0 |  2964 |       48 |       60 |   32797 |    8192 |            0 |      1 |          1 |
| 50598 | Intricate Defiant Bow                |         0 |  4547 |       48 |       60 |     285 |    2048 |            0 |      1 |          1 |
| 50599 | Intricate Defiant Hammered Buckler   |         0 |  3331 |       48 |       60 |   16861 |   16384 |            0 |      1 |          1 |
| 50600 | Intricate Defiant Targ Shield        |         0 |  3447 |       48 |       60 |   15906 |   16384 |            0 |      1 |          1 |
| 50601 | Intricate Defiant Charm              |         0 |  3516 |       48 |       60 |   65535 |       1 |            0 |      1 |          1 |
| 50602 | Elaborate Defiant Fire Bauble        |         0 |  4539 |       59 |       70 |   65535 | 2070526 |            0 |      1 |          1 |
| 50603 | Elaborate Defiant Coldstone          |         0 |  3386 |       59 |       70 |   65535 | 2070526 |            0 |      1 |          1 |
| 50604 | Elaborate Defiant Spikemaul          |         0 |  6001 |       59 |       70 |   16861 |   24576 |            0 |      1 |          1 |
| 50605 | Elaborate Defiant Dragonrod          |         0 |  3404 |       59 |       70 |   15906 |    8192 |            0 |      1 |          1 |
| 50606 | Elaborate Defiant Kama               |         0 |  3440 |       59 |       70 |     413 |   24576 |            0 |      1 |          1 |
| 50607 | Elaborate Defiant Cutlass            |         0 |  5186 |       59 |       70 |     413 |   24576 |            0 |      1 |          1 |
| 50608 | Elaborate Defiant Rapier             |         0 |  2774 |       59 |       70 |   16793 |   24576 |            0 |      1 |          1 |
| 50609 | Elaborate Defiant Flint Spear        |         0 |  6427 |       59 |       70 |   15872 |    8192 |            0 |      1 |          1 |
| 50610 | Elaborate Defiant Quickclaw          |         0 |  5198 |       59 |       70 |   16448 |   24576 |            0 |      1 |          1 |
| 50611 | Elaborate Defiant Minotaur Staff     |         0 |  4164 |       59 |       70 |   49245 |    8192 |            0 |      1 |          1 |
| 50612 | Elaborate Defiant Poleaxe            |         0 |  4324 |       59 |       70 |   32797 |    8192 |            0 |      1 |          1 |
| 50613 | Elaborate Defiant Claymore           |         0 |  5923 |       59 |       70 |   32797 |    8192 |            0 |      1 |          1 |
| 50614 | Elaborate Defiant Recurve Bow        |         0 |  6042 |       59 |       70 |     285 |    2048 |            0 |      1 |          1 |
| 50615 | Elaborate Defiant Aegis              |         0 |  3230 |       59 |       70 |   16861 |   16384 |            0 |      1 |          1 |
| 50616 | Elaborate Defiant Heater             |         0 |  6020 |       59 |       70 |   15906 |   16384 |            0 |      1 |          1 |
| 50617 | Elegant Defiant Goshenite            |         0 |  3520 |       70 |       80 |   65535 | 2070526 |            0 |      1 |          1 |
| 50618 | Elegant Defiant Nightstone           |         0 |  3681 |       70 |       80 |   65535 | 2070526 |            0 |      1 |          1 |
| 50619 | Elegant Defiant Square Hammer        |         0 |  5906 |       70 |       80 |   16861 |   24576 |            0 |      1 |          1 |
| 50620 | Elegant Defiant Sceptre              |         0 |  5076 |       70 |       80 |   15906 |    8192 |            0 |      1 |          1 |
| 50621 | Elegant Defiant Shortsword           |         0 |  3954 |       70 |       80 |     413 |   24576 |            0 |      1 |          1 |
| 50622 | Elegant Defiant Fireborn Axe         |         0 |  5516 |       70 |       80 |     413 |   24576 |            0 |      1 |          1 |
| 50623 | Elegant Defiant Nightblade           |         0 |  4286 |       70 |       80 |   16793 |   24576 |            0 |      1 |          1 |
| 50624 | Elegant Defiant Dayblade             |         0 |  4762 |       70 |       80 |   15872 |    8192 |            0 |      1 |          1 |
| 50625 | Elegant Defiant Knuckle Guards       |         0 |  3131 |       70 |       80 |   16448 |   24576 |            0 |      1 |          1 |
| 50626 | Elegant Defiant Warhammer            |         0 |  3378 |       70 |       80 |   49245 |    8192 |            0 |      1 |          1 |
| 50627 | Elegant Defiant Forked Spear         |         0 |  6330 |       70 |       80 |   32797 |    8192 |            0 |      1 |          1 |
| 50628 | Elegant Defiant Battleaxe            |         0 |  5696 |       70 |       80 |   32797 |    8192 |            0 |      1 |          1 |
| 50629 | Elegant Defiant Bow                  |         0 |  7191 |       70 |       80 |     285 |    2048 |            0 |      1 |          1 |
| 50630 | Elegant Defiant Round Shield         |         0 |  4137 |       70 |       80 |   16861 |   16384 |            0 |      1 |          1 |
| 50631 | Elegant Defiant Buckler              |         0 |  5126 |       70 |       80 |   15906 |   16384 |            0 |      1 |          1 |
| 60500 | Flawed Defiant Plate Bracer          |         0 |  4487 |       50 |        0 |     151 |    1536 |            0 |      0 |          0 |
| 60501 | Flawed Defiant Plate Gauntlets       |         0 |  4985 |       50 |        0 |     151 |    4096 |            0 |      0 |          0 |
| 60502 | Flawed Defiant Plate Boots           |         0 |  5539 |       50 |        0 |     151 |  524288 |            0 |      0 |          0 |
| 60503 | Flawed Defiant Plate Helm            |         0 |  6155 |       50 |        0 |     151 |       4 |            0 |      0 |          0 |
| 60504 | Flawed Defiant Plate Vambraces       |         0 |  6839 |       50 |        0 |     151 |     128 |            0 |      0 |          0 |
| 60505 | Flawed Defiant Plate Greaves         |         0 |  7599 |       50 |        0 |     151 |  262144 |            0 |      0 |          0 |
| 60506 | Flawed Defiant Breastplate           |         0 |  8443 |       50 |        0 |     151 |  131072 |            0 |      0 |          0 |
| 60507 | Flawed Defiant Chain Bracer          |         0 |  4487 |       50 |        0 |   33544 |    1536 |            0 |      0 |          0 |
| 60508 | Flawed Defiant Chain Gauntlets       |         0 |  4985 |       50 |        0 |   33544 |    4096 |            0 |      0 |          0 |
| 60509 | Flawed Defiant Chain Boots           |         0 |  5539 |       50 |        0 |   33544 |  524288 |            0 |      0 |          0 |
| 60510 | Flawed Defiant Chain Coif            |         0 |  6155 |       50 |        0 |   33544 |       4 |            0 |      0 |          0 |
| 60511 | Flawed Defiant Chain Sleeves         |         0 |  6839 |       50 |        0 |   33544 |     128 |            0 |      0 |          0 |
| 60512 | Flawed Defiant Chain Leggings        |         0 |  7599 |       50 |        0 |   33544 |  262144 |            0 |      0 |          0 |
| 60513 | Flawed Defiant Chain Tunic           |         0 |  8443 |       50 |        0 |   33544 |  131072 |            0 |      0 |          0 |
| 60514 | Flawed Defiant Leather Bracer        |         0 |  4487 |       50 |        0 |   16480 |    1536 |            0 |      0 |          0 |
| 60515 | Flawed Defiant Leather Gloves        |         0 |  4985 |       50 |        0 |   16480 |    4096 |            0 |      0 |          0 |
| 60516 | Flawed Defiant Leather Boots         |         0 |  5539 |       50 |        0 |   16480 |  524288 |            0 |      0 |          0 |
| 60517 | Flawed Defiant Leather Cap           |         0 |  6155 |       50 |        0 |   16480 |       4 |            0 |      0 |          0 |
| 60518 | Flawed Defiant Leather Sleeves       |         0 |  6839 |       50 |        0 |   16480 |     128 |            0 |      0 |          0 |
| 60519 | Flawed Defiant Leather Trousers      |         0 |  7599 |       50 |        0 |   16480 |  262144 |            0 |      0 |          0 |
| 60520 | Flawed Defiant Leather Tunic         |         0 |  8443 |       50 |        0 |   16480 |  131072 |            0 |      0 |          0 |
| 60521 | Flawed Defiant Silk Wristwrap        |         0 |  4487 |       50 |        0 |   15360 |    1536 |            0 |      0 |          0 |
| 60522 | Flawed Defiant Silk Gloves           |         0 |  4985 |       50 |        0 |   15360 |    4096 |            0 |      0 |          0 |
| 60523 | Flawed Defiant Silk Sandals          |         0 |  5539 |       50 |        0 |   15360 |  524288 |            0 |      0 |          0 |
| 60524 | Flawed Defiant Silk Cap              |         0 |  6155 |       50 |        0 |   15360 |       4 |            0 |      0 |          0 |
| 60525 | Flawed Defiant Silk Sleeves          |         0 |  6839 |       50 |        0 |   15360 |     128 |            0 |      0 |          0 |
| 60526 | Flawed Defiant Silk Pantaloons       |         0 |  7599 |       50 |        0 |   15360 |  262144 |            0 |      0 |          0 |
| 60527 | Flawed Defiant Silk Robe             |         0 |  8443 |       50 |        0 |   15360 |  131072 |            0 |      0 |          0 |
| 60548 | Flawed Defiant Brawl Stick           |         0 |  2694 |       50 |        0 |   16861 |   24576 |            0 |      0 |          0 |
| 60549 | Flawed Defiant Mace                  |         0 |  4069 |       50 |        0 |   15906 |    8192 |            0 |      0 |          0 |
| 60550 | Flawed Defiant Longsword             |         0 |  2574 |       50 |        0 |     413 |   24576 |            0 |      0 |          0 |
| 60551 | Flawed Defiant Shortsword            |         0 |  3075 |       50 |        0 |     413 |   24576 |            0 |      0 |          0 |
| 60552 | Flawed Defiant Glass Shard           |         0 |  4821 |       50 |        0 |   16793 |   24576 |            0 |      0 |          0 |
| 60553 | Flawed Defiant Dagger                |         0 |  2105 |       50 |        0 |   15872 |    8192 |            0 |      0 |          0 |
| 60554 | Flawed Defiant Orb                   |         0 |  4669 |       50 |        0 |   16448 |   24576 |            0 |      0 |          0 |
| 60555 | Flawed Defiant Quarterstaff          |         0 |  3947 |       50 |        0 |   49245 |    8192 |            0 |      0 |          0 |
| 60556 | Flawed Defiant Lance                 |         0 |  2190 |       50 |        0 |   32797 |    8192 |            0 |      0 |          0 |
| 60557 | Flawed Defiant Emeraldblade          |         0 |  3035 |       50 |        0 |   32797 |    8192 |            0 |      0 |          0 |
| 60558 | Flawed Defiant Longbow               |         0 |  3021 |       50 |        0 |     285 |    2048 |            0 |      0 |          0 |
| 60559 | Flawed Defiant Scale Shield          |         0 |  4201 |       50 |        0 |   16861 |   16384 |            0 |      0 |          0 |
| 60560 | Flawed Defiant Carapace              |         0 |  3470 |       50 |        0 |   15906 |   16384 |            0 |      0 |          0 |
| 60561 | Flawed Defiant Charm                 |         0 |  2320 |       50 |        0 |   65535 |       1 |            0 |      0 |          0 |
| 71709 | Mask of Defiant Rage                 |         0 |     0 |       50 |        0 |   65535 |       8 |            0 |      1 |          1 |
+-------+--------------------------------------+-----------+-------+----------+----------+---------+---------+--------------+--------+------------+
+--------------------+
| defiant_item_count |
+--------------------+
|                417 |
+--------------------+
+------------+----------------------+-----------------------+-------------------+-------------------+
| merchantid | merchant_npc_name    | expansion_gated_items | min_min_expansion | max_max_expansion |
+------------+----------------------+-----------------------+-------------------+-------------------+
|     202178 | Channeler_Lariland   |                    61 |                18 |                -1 |
|     202288 | Kurlond_Axebringer   |                    44 |                 7 |                -1 |
|     202218 | Wanderer_Qenda       |                    42 |                18 |                -1 |
|      61059 | Merchant_Tissan      |                    41 |                70 |                -1 |
|      60037 | Hindaek_Stormhammer  |                    40 |                12 |                -1 |
|      60078 | Kalameky_Darkfoam    |                    40 |                12 |                -1 |
|      61033 | Tanalin_Silverkale   |                    39 |                70 |                -1 |
|      61044 | Merchant_Tyslin      |                    38 |                 8 |                -1 |
|      62026 | Merchant_Tyslin      |                    38 |                 8 |                -1 |
|      61043 | Merchant_Silspin     |                    37 |                11 |                -1 |
|     202208 | Elementalist_Kaeob   |                    35 |                18 |                -1 |
|     202174 | Channeler_Olaemos    |                    33 |                18 |                -1 |
|     202204 | Elementalist_Somat   |                    32 |                18 |                -1 |
|     202203 | Heretic_Elirev       |                    30 |                18 |                -1 |
|     202213 | Illusionist_Sevat    |                    29 |                18 |                -1 |
|     202199 | Heretic_Drahur       |                    23 |                18 |                -1 |
|     408162 | Palik_Agrolm         |                    23 |                 1 |                -1 |
|     202158 | Beorobin_Amondson    |                    21 |                 6 |                -1 |
|     202183 | Mystic_Goharkor      |                    21 |                18 |                -1 |
|     202156 | Blane_Darkblade      |                    19 |                 6 |                -1 |
|     202310 | Heldin_Swordbreaker  |                    19 |                 7 |                -1 |
|     202470 | Wanderer_Qendaa      |                    19 |                18 |                -1 |
|      22116 | Palik_Agrolm         |                    18 |                 1 |                -1 |
|     202216 | Wanderer_Kedrisan    |                    18 |                13 |                -1 |
|      22115 | Tallik_Jaggedfire    |                    17 |                 1 |                -1 |
|     202223 | Vicar_Thiran         |                    17 |                18 |                -1 |
|     408163 | Tallik_Jaggedfire    |                    17 |                 1 |                -1 |
|     202209 | Illusionist_Jerup    |                    16 |                18 |                -1 |
|     202461 | Channeler_Larilanda  |                    16 |                18 |                -1 |
|     202187 | Reaver_Thirlan       |                    15 |                18 |                -1 |
|     202217 | Wanderer_Frardok     |                    15 |                12 |                -1 |
|      61048 | Opal_Leganyn         |                    12 |                70 |                -1 |
|     202188 | Reaver_Uledrith      |                    12 |                18 |                -1 |
|     202232 | Minstrel_Gwiar       |                    12 |                18 |                -1 |
|     202214 | Wanderer_Astobin     |                    11 |                18 |                -1 |
|     202219 | Vicar_Ceraen         |                    11 |                18 |                -1 |
|     202468 | Illusionist_Sevata   |                    11 |                18 |                -1 |
|     202177 | Channeler_Cerakoth   |                     9 |                11 |                -1 |
|     202197 | Cavalier_Preradus    |                     9 |                18 |                -1 |
|     202176 | Channeler_Alyrianne  |                     8 |                13 |                -1 |
